Company,TypeName,Ram,OpSys,Weight,CPU_name,TouchScreen,IPS,PPI,SSD,HDD,SSD_HDD,GPU_brand
Asus,Notebook,4,Windows,2.0,AMD Processor,0,0,100.45466986113651,0,500,0,AMD
HP,Notebook,4,Windows,2.1,Intel Core i3,0,0,141.21199808219862,128,0,0,Intel
Lenovo,Notebook,4,Windows,1.87,Intel Core i5,0,0,157.3505121487356,0,500,0,Intel
Lenovo,Notebook,4,Others,2.15,Intel Core i5,0,0,141.21199808219862,0,1000,0,Intel
HP,Notebook,4,Windows,1.86,Intel Core i3,0,0,141.21199808219862,0,500,0,Intel
Lenovo,Notebook,8,Windows,1.99,Intel Core i7,0,1,141.21199808219862,512,0,0,Intel
Lenovo,Notebook,4,Windows,2.2,Intel Core i3,0,0,141.21199808219862,128,0,0,Intel
Dell,Notebook,8,Windows,1.9,Intel Core i5,0,0,141.21199808219862,256,0,0,Intel
Dell,Gaming,16,Windows,4.42,Intel Core i7,0,1,127.33567457123111,256,256,1256,Nvidia
HP,Notebook,8,Windows,2.65,Intel Core i3,0,0,106.11306214269258,0,1000,0,Intel
HP,Notebook,8,Windows,2.63,Intel Core i7,0,0,127.33567457123111,0,1000,0,Nvidia
Asus,Notebook,4,Others,2.0,Other Intel Processor,0,0,100.45466986113651,0,500,0,Intel
Mediacom,Notebook,4,Windows,1.35,Other Intel Processor,0,1,165.6321180513006,0,0,0,Intel
Lenovo,Notebook,6,Windows,2.8,Intel Core i7,0,0,106.11306214269258,128,128,1128,Nvidia
HP,Notebook,6,Windows,1.91,AMD Processor,0,1,141.21199808219862,128,0,0,AMD
Dell,Notebook,4,Windows,2.18,Intel Core i3,0,0,100.45466986113651,0,1000,0,AMD
Acer,2 in 1 Convertible,4,Windows,1.25,Other Intel Processor,1,1,189.90579052433606,0,0,0,Intel
Lenovo,Notebook,4,Windows,2.05,Intel Core i3,0,0,141.21199808219862,128,0,0,Intel
HP,Ultrabook,16,Windows,1.16,Other Intel Processor,1,1,276.053530085501,512,0,0,Intel
Lenovo,Notebook,8,Windows,3.4,Intel Core i7,0,1,127.33567457123111,256,0,0,Nvidia
Asus,Notebook,8,Windows,2.5,Intel Core i5,0,0,141.21199808219862,128,128,1128,Nvidia
Dell,Ultrabook,8,Windows,1.21,Intel Core i5,1,1,331.2642361026012,128,0,0,Intel
Dell,Notebook,4,Windows,1.93,Intel Core i5,0,0,100.45466986113651,0,500,0,Intel
Fujitsu,Notebook,8,Windows,2.2,Intel Core i5,0,0,100.45466986113651,0,1000,0,Intel
Lenovo,Notebook,4,Windows,2.2,Other Intel Processor,0,0,141.21199808219862,0,500,0,Intel
Lenovo,Notebook,4,Windows,2.02,Intel Core i5,0,0,111.93520355955211,0,500,0,Intel
HP,Workstation,8,Windows,3.14,Intel Core i5,0,0,106.11306214269258,0,500,0,Nvidia
HP,Notebook,8,Windows,1.94,Other Intel Processor,0,0,111.93520355955211,0,2000,0,Intel
HP,Notebook,6,Windows,1.95,AMD Processor,0,1,141.21199808219862,256,0,0,AMD
Lenovo,Notebook,8,Windows,2.3,Intel Core i5,0,0,141.21199808219862,256,0,0,Intel
Lenovo,Notebook,4,Windows,2.05,Intel Core i5,0,0,141.21199808219862,0,500,0,Intel
Mediacom,Notebook,4,Windows,1.4,Other Intel Processor,0,0,157.3505121487356,32,0,0,Intel
Toshiba,Ultrabook,16,Windows,1.24,Intel Core i7,1,0,157.3505121487356,512,0,0,Intel
Lenovo,Gaming,32,Windows,4.6,Intel Core i7,0,1,127.33567457123111,256,256,1256,Nvidia
MSI,Gaming,16,Windows,4.14,Intel Core i7,0,0,127.33567457123111,512,512,1512,Nvidia
Dell,Notebook,8,Others,2.2,Intel Core i7,0,0,141.21199808219862,256,0,0,AMD
Mediacom,Notebook,4,Windows,1.45,Other Intel Processor,0,1,157.3505121487356,32,0,0,Intel
Dell,Notebook,8,Windows,1.9,Intel Core i5,0,0,100.45466986113651,0,500,0,Intel
HP,Notebook,4,Windows,1.49,Intel Core i3,0,0,165.6321180513006,128,0,0,Intel
Dell,Notebook,16,Windows,1.93,Intel Core i7,0,0,141.21199808219862,256,0,0,Nvidia
Dell,Netbook,4,Others,1.26,Other Intel Processor,0,0,135.0942111925629,0,0,0,Intel
MSI,Gaming,16,Windows,4.5,Intel Core i7,0,0,127.33567457123111,128,128,1128,Nvidia
HP,Gaming,16,Windows,3.78,Intel Core i7,0,1,127.33567457123111,256,256,1256,Nvidia
Lenovo,Ultrabook,12,Windows,1.4,Intel Core i7,0,1,157.3505121487356,256,0,0,Intel
Lenovo,Notebook,12,Windows,2.2,Intel Core i7,1,0,100.45466986113651,0,1000,0,Intel
Asus,Gaming,8,Windows,2.73,Intel Core i5,0,1,127.33567457123111,128,128,1128,Nvidia
Asus,2 in 1 Convertible,8,Windows,2.2,Intel Core i5,1,0,100.45466986113651,0,1000,0,Intel
Lenovo,Notebook,12,Windows,2.2,AMD Processor,0,0,141.21199808219862,512,0,0,AMD
Dell,2 in 1 Convertible,4,Windows,1.39,Other Intel Processor,1,0,135.0942111925629,128,0,0,Intel
Samsung,Notebook,16,Windows,2.5,Intel Core i7,0,0,141.21199808219862,128,128,1128,Nvidia
Lenovo,Notebook,4,Others,2.8,Intel Core i3,0,0,127.33567457123111,0,500,0,Intel
Lenovo,Notebook,8,Windows,2.29,Intel Core i3,0,0,100.45466986113651,0,1000,0,Intel
Lenovo,2 in 1 Convertible,8,Windows,1.37,Intel Core i7,1,1,165.6321180513006,512,0,0,Intel
Lenovo,Notebook,8,Windows,1.7,Intel Core i5,0,1,157.3505121487356,256,0,0,Intel
Dell,2 in 1 Convertible,8,Windows,1.34,Intel Core i5,1,0,176.23257360658386,256,0,0,Intel
Dell,Workstation,8,Windows,2.06,Intel Core i7,1,0,141.21199808219862,256,0,0,Nvidia
HP,Notebook,8,Windows,1.84,Intel Core i7,0,0,141.21199808219862,256,0,0,Intel
HP,Notebook,4,Windows,2.1,Intel Core i3,0,0,100.45466986113651,0,500,0,Intel
Acer,Notebook,4,Windows,1.6,Other Intel Processor,0,0,157.3505121487356,0,0,0,Intel
MSI,Gaming,16,Windows,4.14,Intel Core i7,0,0,127.33567457123111,128,128,1128,Nvidia
Dell,Notebook,4,Others,2.18,Intel Core i3,0,0,100.45466986113651,0,1000,0,AMD
MSI,Gaming,16,Windows,1.8,Intel Core i7,0,0,282.42399616439724,256,256,2256,Nvidia
Toshiba,Notebook,8,Windows,2.2,Intel Core i7,0,1,141.21199808219862,256,0,0,Intel
Lenovo,Notebook,6,Windows,2.4,Intel Core i5,0,0,141.21199808219862,0,1000,0,Intel
Lenovo,2 in 1 Convertible,8,Windows,2.0,Intel Core i7,1,1,141.21199808219862,256,0,0,Intel
Acer,Notebook,4,Windows,1.6,Other Intel Processor,0,0,111.93520355955211,0,0,0,Intel
Lenovo,Notebook,32,Windows,2.5,Other Intel Processor,0,1,282.42399616439724,1000,0,0,Nvidia
Dell,Gaming,16,Windows,2.59,Intel Core i7,0,0,141.21199808219862,0,1000,0,Nvidia
Dell,Notebook,4,Others,2.18,Intel Core i3,0,0,100.45466986113651,0,1000,0,Intel
Dell,Notebook,4,Others,2.25,Intel Core i3,0,0,100.45466986113651,0,1000,0,Intel
Dell,Notebook,4,Others,1.93,Intel Core i5,0,0,100.45466986113651,0,500,0,Intel
Asus,Gaming,8,Windows,3.0,Intel Core i7,0,0,127.33567457123111,128,128,1128,Nvidia
Dell,Notebook,4,Others,2.18,Intel Core i5,0,0,141.21199808219862,128,0,0,AMD
HP,Ultrabook,8,Windows,1.84,Intel Core i7,0,0,141.21199808219862,512,0,0,Intel
MSI,Gaming,16,Windows,2.94,Intel Core i7,0,0,141.21199808219862,256,256,1256,Nvidia
Acer,2 in 1 Convertible,4,Others,1.25,Other Intel Processor,1,1,135.0942111925629,0,0,0,Intel
HP,Notebook,8,Windows,2.31,Intel Core i5,0,0,111.93520355955211,256,0,0,Intel
Lenovo,Notebook,8,Windows,1.65,Intel Core i5,0,0,157.3505121487356,256,0,0,Intel
Dell,Notebook,4,Windows,2.2,Intel Core i5,0,0,141.21199808219862,0,1000,0,AMD
Fujitsu,Notebook,8,Windows,2.2,Intel Core i5,0,0,100.45466986113651,256,0,0,Intel
HP,Notebook,4,Windows,1.88,Intel Core i5,0,0,100.45466986113651,0,500,0,Intel
Lenovo,Notebook,8,Windows,2.2,Intel Core i7,0,0,141.21199808219862,0,1000,0,Nvidia
Mediacom,Notebook,2,Windows,1.4,Other Intel Processor,0,0,157.3505121487356,0,0,0,Intel
Lenovo,Notebook,4,Others,2.2,Intel Core i5,0,0,141.21199808219862,128,0,0,Intel
Asus,2 in 1 Convertible,6,Windows,1.5,Intel Core i5,1,0,165.6321180513006,0,1000,0,Intel
Dell,Notebook,8,Windows,2.0,Intel Core i7,0,0,141.21199808219862,256,0,0,Nvidia
Asus,Ultrabook,16,Windows,1.1,Intel Core i7,0,0,157.3505121487356,512,0,0,Intel
Dell,Gaming,16,Windows,2.62,Intel Core i7,0,0,141.21199808219862,256,256,1256,Nvidia
Lenovo,Notebook,4,Windows,1.8,Intel Core i5,0,0,141.21199808219862,256,0,0,Intel
Lenovo,Notebook,4,Windows,2.2,Intel Core i3,0,0,141.21199808219862,0,1000,0,Nvidia
Asus,Notebook,8,Windows,2.0,Other Intel Processor,0,0,100.45466986113651,0,1000,0,Intel
Asus,Notebook,8,Windows,1.99,Intel Core i5,0,0,141.21199808219862,0,1000,0,Nvidia
Dell,Ultrabook,8,Windows,1.23,Intel Core i5,1,0,276.053530085501,256,0,0,Intel
Lenovo,Notebook,2,Windows,1.42,Other Intel Processor,0,0,111.93520355955211,0,0,0,Intel
Lenovo,2 in 1 Convertible,8,Windows,1.37,Intel Core i7,1,1,165.6321180513006,256,0,0,Intel
Dell,Notebook,16,Windows,2.06,Intel Core i7,1,0,282.42399616439724,1000,0,0,Nvidia
Lenovo,Gaming,8,Windows,2.5,Intel Core i7,0,1,141.21199808219862,128,128,1128,Nvidia
HP,Notebook,8,Windows,2.6,AMD Processor,0,0,107.98564559226952,0,1000,0,AMD
Lenovo,Ultrabook,16,Windows,1.14,Intel Core i7,0,1,157.3505121487356,512,0,0,Intel
Asus,Gaming,8,Others,2.5,Intel Core i7,0,1,141.21199808219862,0,1000,0,Nvidia
Acer,Notebook,4,Windows,2.4,Intel Core i3,0,0,100.45466986113651,0,500,0,Intel
Lenovo,Notebook,4,Windows,1.43,Other Intel Processor,0,0,111.93520355955211,0,0,0,Intel
Acer,Ultrabook,8,Windows,1.8,Intel Core i5,0,1,157.3505121487356,256,0,0,Intel
Razer,Gaming,16,Windows,1.95,Intel Core i7,0,0,157.3505121487356,256,0,0,Nvidia
Toshiba,Notebook,8,Windows,1.2,Intel Core i5,0,0,165.6321180513006,256,0,0,Intel
Lenovo,Ultrabook,8,Windows,1.36,Intel Core i7,0,1,176.23257360658386,256,0,0,Intel
Asus,Gaming,32,Windows,3.8,Intel Core i7,0,1,127.33567457123111,512,0,0,Nvidia
Acer,Gaming,8,Others,2.4,Intel Core i5,0,0,141.21199808219862,0,1000,0,Nvidia
Dell,Ultrabook,8,Windows,1.2,Intel Core i5,0,0,165.6321180513006,256,0,0,Intel
MSI,Gaming,8,Windows,2.2,Intel Core i7,0,0,141.21199808219862,128,128,1128,Nvidia
HP,Notebook,4,Others,1.86,Intel Core i3,0,0,100.45466986113651,0,500,0,Intel
Toshiba,Notebook,8,Windows,2.0,Intel Core i5,0,1,141.21199808219862,0,500,0,Intel
Dell,Notebook,8,Windows,2.2,Intel Core i7,0,0,141.21199808219862,256,0,0,AMD
Dell,Notebook,16,Windows,2.2,Intel Core i7,0,0,141.21199808219862,256,256,2256,AMD
Lenovo,Gaming,8,Windows,3.31,Intel Core i7,0,1,141.21199808219862,128,128,1128,Nvidia
Dell,Gaming,32,Windows,4.42,Intel Core i7,0,1,254.67134914246222,512,512,1512,Nvidia
Dell,Notebook,8,Windows,1.56,Intel Core i5,0,0,157.3505121487356,256,0,0,Intel
Lenovo,Notebook,4,Windows,2.2,Other Intel Processor,0,0,100.45466986113651,0,500,0,Intel
Lenovo,Notebook,4,Windows,2.2,Intel Core i5,0,0,141.21199808219862,0,500,0,Intel
HP,Notebook,6,Windows,2.04,Intel Core i3,0,0,141.21199808219862,0,1000,0,AMD
MSI,Gaming,8,Windows,2.7,Intel Core i7,0,0,127.33567457123111,128,128,1128,Nvidia
Toshiba,Notebook,4,Windows,2.1,Intel Core i3,0,0,100.45466986113651,128,0,0,Intel
Dell,Notebook,8,Windows,2.06,Intel Core i5,0,0,141.21199808219862,0,1000,0,Intel
HP,Notebook,8,Windows,2.1,Intel Core i7,0,0,141.21199808219862,0,1000,0,AMD
Toshiba,Notebook,8,Windows,2.0,Intel Core i5,0,1,141.21199808219862,256,0,0,Intel
Acer,Notebook,4,Others,2.1,Intel Core i3,0,0,100.45466986113651,128,0,0,Intel
Microsoft,Ultrabook,8,Windows,1.252,Intel Core i7,1,0,200.84255993695703,256,0,0,Intel
Lenovo,Notebook,8,Windows,1.9,Intel Core i5,0,0,141.21199808219862,128,128,1128,AMD
Lenovo,2 in 1 Convertible,8,Windows,1.3,Intel Core i5,1,1,165.6321180513006,256,0,0,Intel
Lenovo,Notebook,4,Windows,2.2,AMD Processor,0,0,100.45466986113651,128,0,0,AMD
HP,2 in 1 Convertible,4,Windows,1.63,Intel Core i3,1,1,157.3505121487356,128,0,0,Nvidia
MSI,Gaming,16,Windows,2.4,Intel Core i7,0,0,141.21199808219862,256,256,1256,Nvidia
Asus,Ultrabook,8,Windows,1.1,Intel Core i5,0,0,157.3505121487356,256,0,0,Intel
HP,2 in 1 Convertible,8,Others,1.4,Other Intel Processor,1,0,135.0942111925629,0,0,0,Intel
LG,Ultrabook,8,Windows,1.09,Intel Core i7,0,1,141.21199808219862,512,0,0,Intel
Acer,Gaming,16,Windows,2.5,Intel Core i5,0,0,141.21199808219862,256,0,0,Nvidia
MSI,Gaming,8,Windows,2.2,Intel Core i5,0,0,141.21199808219862,256,0,0,Nvidia
Asus,Notebook,4,Windows,1.86,Other Intel Processor,0,0,100.45466986113651,128,0,0,Intel
Dell,Gaming,16,Windows,3.21,Intel Core i5,0,0,141.21199808219862,128,128,1128,Nvidia
HP,Notebook,4,Windows,2.5,Intel Core i3,0,1,127.33567457123111,256,0,0,AMD
Lenovo,2 in 1 Convertible,8,Windows,1.19,Intel Core i7,1,1,165.6321180513006,512,0,0,Intel
Dell,Gaming,16,Windows,3.49,Intel Core i7,0,0,141.21199808219862,256,256,1256,Nvidia
HP,Notebook,4,Windows,1.86,Intel Core i5,0,0,100.45466986113651,0,500,0,AMD
Dell,Notebook,4,Windows,2.2,Intel Core i3,0,0,100.45466986113651,0,1000,0,AMD
HP,Notebook,6,Windows,2.65,AMD Processor,0,1,127.33567457123111,0,2000,0,AMD
Lenovo,Notebook,4,Windows,2.1,Other Intel Processor,0,0,100.45466986113651,0,500,0,Intel
Acer,Notebook,4,Others,1.45,Other Intel Processor,0,0,111.93520355955211,0,0,0,Intel
Lenovo,Notebook,4,Windows,1.7,Intel Core i5,0,0,157.3505121487356,256,0,0,Intel
HP,Workstation,8,Windows,3.14,Intel Core i7,0,0,127.33567457123111,0,500,0,Nvidia
Lenovo,2 in 1 Convertible,8,Windows,1.42,Intel Core i7,1,0,209.8006828649808,256,0,0,Intel
Toshiba,Notebook,8,Windows,1.5,Intel Core i5,0,1,165.6321180513006,256,0,0,Intel
Acer,Netbook,4,Windows,1.4,Other Intel Processor,0,0,135.0942111925629,0,0,0,Intel
Lenovo,2 in 1 Convertible,16,Windows,1.38,Intel Core i7,1,0,157.3505121487356,512,0,0,Intel
Asus,2 in 1 Convertible,4,Others,1.2,Other Intel Processor,1,0,176.23257360658386,0,0,0,Intel
Toshiba,Ultrabook,16,Windows,1.36,Intel Core i7,1,0,165.6321180513006,512,0,0,Intel
HP,Notebook,4,Windows,2.1,Intel Core i7,0,1,141.21199808219862,0,500,0,AMD
Dell,Gaming,8,Windows,2.56,Intel Core i5,0,0,141.21199808219862,0,1000,0,Nvidia
Lenovo,Notebook,4,Windows,2.2,AMD Processor,0,0,141.21199808219862,256,0,0,AMD
Lenovo,Notebook,8,Windows,2.2,AMD Processor,0,0,100.45466986113651,0,1000,0,AMD
Lenovo,Notebook,4,Windows,2.1,Intel Core i5,0,0,141.21199808219862,0,2000,0,Intel
Lenovo,Notebook,4,Others,1.9,Intel Core i3,0,0,100.45466986113651,0,500,0,Intel
Dell,Notebook,8,Windows,2.18,Intel Core i5,0,0,141.21199808219862,256,0,0,Intel
Acer,2 in 1 Convertible,8,Windows,1.6,Intel Core i5,1,1,165.6321180513006,256,0,0,Intel
Lenovo,Workstation,16,Windows,2.18,Intel Core i7,0,0,141.21199808219862,512,0,0,Nvidia
Lenovo,Notebook,8,Windows,1.8,Intel Core i5,0,0,157.3505121487356,256,0,0,Intel
HP,Notebook,6,Windows,2.71,AMD Processor,0,1,127.33567457123111,0,2000,0,AMD
Lenovo,Gaming,8,Windows,2.5,Intel Core i7,0,1,141.21199808219862,128,128,1128,Nvidia
Dell,Notebook,8,Others,1.64,Intel Core i5,0,0,157.3505121487356,256,0,0,Nvidia
Dell,Notebook,8,Others,1.98,Intel Core i5,0,0,141.21199808219862,0,1000,0,Intel
Asus,Notebook,4,Windows,1.5,Other Intel Processor,0,0,157.3505121487356,0,0,0,Intel
Dell,Notebook,16,Windows,1.93,Intel Core i5,0,0,141.21199808219862,512,0,0,Intel
Lenovo,Notebook,8,Windows,1.87,Intel Core i5,0,1,157.3505121487356,256,0,0,Nvidia
Dell,Notebook,8,Windows,1.9,Intel Core i5,0,0,141.21199808219862,256,0,0,Intel
Lenovo,Notebook,4,Windows,2.19,AMD Processor,0,0,100.45466986113651,0,500,0,AMD
Mediacom,Notebook,4,Windows,1.4,Other Intel Processor,0,1,161.72539083525606,0,32,0,Intel
HP,Notebook,8,Windows,2.63,Intel Core i7,0,0,127.33567457123111,256,0,0,Nvidia
Lenovo,Ultrabook,8,Windows,1.17,Intel Core i7,0,1,209.8006828649808,512,0,0,Intel
HP,2 in 1 Convertible,8,Windows,1.58,Intel Core i5,1,1,117.82653006268643,256,0,0,Intel
Lenovo,Ultrabook,8,Windows,1.32,Intel Core i5,0,1,157.3505121487356,256,0,0,Intel
Dell,Gaming,32,Windows,4.36,Intel Core i7,0,0,254.67134914246222,1000,1000,2000,Nvidia
MSI,Gaming,8,Windows,2.7,Intel Core i7,0,0,127.33567457123111,128,128,1128,Nvidia
Lenovo,Notebook,4,Others,1.9,Intel Core i5,0,0,100.45466986113651,0,1000,0,Intel
Dell,Notebook,8,Windows,2.2,Intel Core i5,0,0,141.21199808219862,128,128,1128,AMD
Dell,2 in 1 Convertible,4,Windows,1.71,Intel Core i3,1,0,165.6321180513006,0,1000,0,Intel
Dell,Notebook,8,Others,2.32,Intel Core i5,0,0,100.45466986113651,0,1000,0,AMD
HP,Notebook,4,Windows,2.1,AMD Processor,0,0,141.21199808219862,0,1000,0,AMD
Acer,Gaming,16,Windows,4.2,Intel Core i7,0,1,127.33567457123111,128,128,1128,Nvidia
Dell,Notebook,12,Windows,2.25,Intel Core i5,0,0,100.45466986113651,0,1000,0,Intel
HP,Notebook,6,Windows,2.1,AMD Processor,0,0,141.21199808219862,128,128,1128,AMD
Acer,Notebook,4,Windows,2.4,Intel Core i5,0,0,100.45466986113651,0,500,0,Intel
Lenovo,Notebook,8,Windows,1.44,Intel Core i5,0,1,165.6321180513006,256,0,0,Intel
Lenovo,Notebook,4,Windows,1.85,Intel Core i7,0,0,141.21199808219862,0,1000,0,Intel
HP,Workstation,16,Windows,2.6,Intel Core i7,0,0,141.21199808219862,256,0,0,Nvidia
Dell,2 in 1 Convertible,8,Windows,1.55,Intel Core i5,1,0,165.6321180513006,0,1000,0,Intel
MSI,Gaming,16,Windows,1.8,Intel Core i7,0,0,141.21199808219862,256,256,1256,Nvidia
Acer,Notebook,4,Windows,2.4,Intel Core i3,0,0,100.45466986113651,0,500,0,Intel
Dell,Notebook,8,Windows,2.0,Intel Core i7,0,0,141.21199808219862,128,128,1128,Nvidia
Dell,Notebook,8,Windows,2.0,Intel Core i3,0,0,100.45466986113651,256,0,0,Intel
Toshiba,Notebook,8,Windows,1.25,Intel Core i5,1,1,157.3505121487356,256,0,0,Intel
Lenovo,2 in 1 Convertible,8,Windows,1.7,Intel Core i5,1,0,157.3505121487356,256,0,0,Intel
Lenovo,Workstation,16,Windows,2.5,Intel Core i7,0,1,282.42399616439724,1000,0,0,Nvidia
Acer,Notebook,2,Others,1.68,Other Intel Processor,0,0,111.93520355955211,0,0,0,Intel
Samsung,Ultrabook,16,Windows,0.81,Intel Core i7,0,0,165.6321180513006,256,0,0,Intel
HP,Notebook,8,Windows,1.86,Intel Core i3,0,0,141.21199808219862,256,0,0,Intel
Dell,Notebook,8,Windows,1.6,Intel Core i5,0,0,111.93520355955211,256,0,0,Intel
HP,Workstation,16,Windows,3.0,Other Intel Processor,0,1,127.33567457123111,256,0,0,Nvidia
Lenovo,Netbook,4,Windows,1.4,Other Intel Processor,1,0,135.0942111925629,128,0,0,Intel
HP,Notebook,8,Windows,1.84,Intel Core i5,0,0,141.21199808219862,256,0,0,Intel
Asus,Notebook,4,Others,2.45,Intel Core i5,0,0,100.45466986113651,0,1000,0,Nvidia
Lenovo,Ultrabook,4,Windows,1.7,Intel Core i5,0,0,157.3505121487356,180,0,0,Intel
Asus,Notebook,4,Windows,2.37,Intel Core i7,0,0,100.45466986113651,256,0,0,Intel
Lenovo,2 in 1 Convertible,8,Windows,1.3,Intel Core i5,1,1,276.053530085501,256,0,0,Intel
HP,Notebook,8,Windows,2.2,Intel Core i5,0,1,141.21199808219862,128,128,1128,Nvidia
HP,Workstation,8,Windows,2.59,Intel Core i7,0,0,141.21199808219862,256,0,0,Nvidia
Dell,Gaming,16,Windows,4.42,Intel Core i7,0,1,282.42399616439724,256,256,1256,Nvidia
Acer,Notebook,4,Windows,2.1,Intel Core i5,0,0,100.45466986113651,256,0,0,Intel
Lenovo,Gaming,8,Windows,2.5,Intel Core i7,0,1,141.21199808219862,128,128,1128,Nvidia
Dell,Ultrabook,16,Windows,1.18,Intel Core i7,0,0,176.23257360658386,256,0,0,Intel
Google,Ultrabook,8,Others,1.1,Intel Core i5,1,0,234.50740003017813,256,0,0,Intel
Asus,Ultrabook,8,Windows,1.2,Intel Core i5,0,1,276.053530085501,256,0,0,Intel
Dell,Notebook,4,Windows,1.65,Intel Core i3,0,0,117.82653006268643,0,500,0,Intel
Acer,Notebook,4,Windows,1.6,Intel Core i5,0,0,117.82653006268643,128,0,0,Intel
Asus,Notebook,4,Windows,2.8,Other Intel Processor,0,0,90.58340172449303,0,1000,0,Nvidia
Dell,Gaming,16,Windows,2.72,Intel Core i7,1,1,282.42399616439724,128,128,1128,Nvidia
Samsung,Ultrabook,8,Windows,1.31,Intel Core i7,1,0,165.6321180513006,256,0,0,Intel
Acer,Notebook,4,Others,2.1,Other Intel Processor,0,0,100.45466986113651,0,1000,0,Intel
Dell,Notebook,16,Windows,2.3,Intel Core i7,0,0,141.21199808219862,256,0,0,AMD
Samsung,2 in 1 Convertible,16,Windows,1.71,Intel Core i7,1,0,146.86047800548656,256,0,0,AMD
Toshiba,Notebook,4,Windows,1.75,Intel Core i5,0,1,111.93520355955211,128,0,0,Intel
Dell,Gaming,8,Windows,2.62,Intel Core i7,0,0,141.21199808219862,0,1000,0,Nvidia
HP,Ultrabook,4,Windows,1.26,Intel Core i5,0,0,125.36742798669837,256,0,0,Intel
Asus,2 in 1 Convertible,12,Windows,2.3,Intel Core i7,1,0,141.21199808219862,0,2000,0,Nvidia
Lenovo,Notebook,16,Windows,2.5,Intel Core i7,0,0,282.42399616439724,512,0,0,Nvidia
Acer,Notebook,4,Windows,1.8,Intel Core i3,0,1,157.3505121487356,128,0,0,Intel
Razer,Gaming,16,Windows,1.95,Intel Core i7,0,0,157.3505121487356,512,0,0,Nvidia
Asus,Notebook,8,Windows,2.0,Other Intel Processor,0,0,141.21199808219862,128,0,0,Intel
Dell,Gaming,32,Windows,4.42,Intel Core i7,0,1,127.33567457123111,1000,1000,2000,Nvidia
Asus,Gaming,16,Windows,4.3,Intel Core i7,0,1,127.33567457123111,256,256,1256,Nvidia
Toshiba,Ultrabook,16,Windows,1.47,Intel Core i7,0,1,157.3505121487356,512,0,0,Nvidia
Lenovo,Notebook,8,Others,2.2,Other Intel Processor,0,0,100.45466986113651,0,1000,0,Intel
Lenovo,Ultrabook,16,Windows,1.7,Intel Core i7,0,0,157.3505121487356,512,0,0,Intel
MSI,Gaming,16,Windows,1.6,Intel Core i7,0,1,157.3505121487356,256,256,1256,Nvidia
MSI,Gaming,8,Windows,2.2,Intel Core i5,0,0,141.21199808219862,128,128,1128,Nvidia
Lenovo,Gaming,4,Windows,2.4,Intel Core i7,0,1,141.21199808219862,0,1000,0,Nvidia
Acer,Gaming,16,Windows,4.2,Intel Core i7,0,1,127.33567457123111,256,256,1256,Nvidia
Dell,Gaming,8,Windows,2.62,Intel Core i5,0,0,141.21199808219862,256,0,0,Nvidia
Asus,Gaming,8,Windows,2.24,Intel Core i7,0,0,141.21199808219862,128,128,1128,Nvidia
Vero,Notebook,4,Windows,1.22,Other Intel Processor,0,0,157.3505121487356,0,0,0,Intel
Lenovo,2 in 1 Convertible,8,Windows,1.37,Intel Core i7,1,1,165.6321180513006,512,0,0,Intel
Lenovo,2 in 1 Convertible,8,Windows,2.08,Intel Core i5,1,0,141.21199808219862,256,0,0,AMD
Apple,Ultrabook,8,Mac,0.92,Other Intel Processor,0,1,226.41554716935852,0,0,0,Intel
Lenovo,2 in 1 Convertible,8,Windows,1.42,Intel Core i5,1,1,209.8006828649808,256,0,0,Intel
Asus,Notebook,4,Windows,1.63,Other Intel Processor,0,0,111.93520355955211,0,0,0,Intel
Dell,Notebook,8,Windows,1.95,Intel Core i5,0,0,100.45466986113651,128,0,0,Intel
Lenovo,2 in 1 Convertible,8,Windows,1.38,Intel Core i7,1,1,158.48253022174808,256,0,0,Intel
Dell,Notebook,8,Windows,2.0,Intel Core i3,0,0,141.21199808219862,256,0,0,AMD
HP,Workstation,8,Windows,3.14,Intel Core i7,0,0,141.21199808219862,256,0,0,Nvidia
Asus,Notebook,8,Windows,2.37,Intel Core i5,0,0,141.21199808219862,256,0,0,Intel
Dell,Ultrabook,8,Windows,1.29,Intel Core i5,0,0,165.6321180513006,256,0,0,Intel
Dell,Notebook,8,Windows,2.06,Intel Core i5,1,0,282.42399616439724,256,0,0,Nvidia
Dell,Netbook,4,Windows,1.63,Other Intel Processor,0,0,135.0942111925629,128,0,0,Intel
HP,Netbook,8,Windows,1.26,Intel Core i5,0,0,125.36742798669837,256,0,0,Intel
Toshiba,Notebook,4,Windows,2.1,Intel Core i5,0,0,100.45466986113651,0,500,0,Intel
HP,Notebook,8,Windows,2.04,AMD Processor,0,0,100.45466986113651,0,2000,0,AMD
Dell,Gaming,16,Windows,2.62,Intel Core i7,0,0,282.42399616439724,512,0,0,Nvidia
Lenovo,Notebook,4,Windows,2.4,Intel Core i5,0,0,141.21199808219862,0,1000,0,Nvidia
HP,Gaming,12,Windows,3.74,Intel Core i7,0,1,127.33567457123111,0,1000,0,AMD
MSI,Gaming,16,Windows,2.9,Intel Core i7,0,0,127.33567457123111,512,512,1512,Nvidia
Samsung,Ultrabook,8,Windows,0.81,Intel Core i5,0,0,165.6321180513006,256,0,0,Intel
Dell,Notebook,8,Windows,1.98,Intel Core i7,0,0,141.21199808219862,0,1000,0,Nvidia
Dell,Notebook,8,Windows,2.18,Intel Core i5,0,0,141.21199808219862,256,0,0,AMD
